gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol
ASCC2,893.2421742308419,0.05518658624177109,0.21928087575532643,0.2516707672371223,0.8012955541975857,0.9999363885525464,ASCC2
ASCC1,337.093876461703,-0.17285070708013586,0.2586472371228871,-0.6682874675286475,0.5039501115989644,0.9999363885525464,ASCC1
ASB9,44.028948090270745,0.13166709431874682,0.5526565572277994,0.2382439737604977,0.8116918727026267,0.9999363885525464,ASB9
ASB8,259.1862354717574,0.018119392087217426,0.28025920737992327,0.06465226336936908,0.9484508715662483,0.9999363885525464,ASB8
ASB7,294.69153474669145,-0.21237770153116572,0.2892250534687001,-0.7342991175352975,0.4627664556258302,0.9999363885525464,ASB7
ASB6,475.62906700873134,0.04421273853689328,0.2478967960537915,0.17835139154964913,0.8584470211067177,0.9999363885525464,ASB6
ASB4,3.0418566089806873,-1.178085772795539,1.9351584270349107,-0.6087800132212565,0.5426702632127944,0.9999363885525464,ASB4
ASB3,465.1397964086992,-0.10739871558518124,0.2460533508774164,-0.4364854825272719,0.6624845299663077,0.9999363885525464,ASB3
ASB2,77.76521552434404,0.25151094815726077,0.43068221248237165,0.5839826695130935,0.5592319719072487,0.9999363885525464,ASB2
ASB18,9.133358834779656,0.1051955929131639,1.175878616750071,0.08946126871828547,0.9287153332065572,0.9999363885525464,ASB18
ASB16-AS1,140.74599195202836,0.040388252812465365,0.33942140079557537,0.11899147407263855,0.9052821104947039,0.9999363885525464,ASB16-AS1
ASPRV1,2.8287714192194553,4.833125883508323,3.092627026792774,1.5627897711676353,0.11810205090494437,0.9999363885525464,ASPRV1
ASPM,3335.0475210608734,0.4533743674818664,0.5188126239957827,0.8738691899785997,0.38218949511087963,0.9999363885525464,ASPM
ASPH,2243.0605521948937,-0.06528248474171575,0.20781919221551196,-0.31413116394955826,0.7534214212390449,0.9999363885525464,ASPH
ASPA,12.94889997500681,-0.04228196965696162,0.9663344974111607,-0.04375500385243029,0.9650996944313741,0.9999363885525464,ASPA
ASNSD1,842.0139854263443,-0.0033830187687065275,0.2221107575810752,-0.015231224302459339,0.9878477111573994,0.9999363885525464,ASNSD1
ASNS,399.6715487035146,-0.39205358954882297,0.2477954009790527,-1.5821665293213618,0.11361155907999879,0.9999363885525464,ASNS
ASMTL-AS1,70.41199447614643,0.14701051704133505,0.4488794657760696,0.3275055516009581,0.7432855447182476,0.9999363885525464,ASMTL-AS1
ASMTL,541.6570037270781,0.04978404855514738,0.24762357526120649,0.20104728922774223,0.840661597443811,0.9999363885525464,ASMTL
ASLP1,5.847834551824602,-0.7714273529314821,1.4186605821896214,-0.5437716128975884,0.5865986454796166,0.9999363885525464,ASLP1
ASL,255.16289722145663,7.67144078915438e-05,0.28595520833113025,0.00026827421098310646,0.9997859481515626,0.9999363885525464,ASL
ASIC4,18.22713516593651,1.0941667298921391,0.8567168304473006,1.277162641150476,0.20154483335519346,0.9999363885525464,ASIC4
ASIC3,36.89849140223139,0.19637334081589358,0.5989302766197679,0.32787345786588373,0.7430073429522498,0.9999363885525464,ASIC3
ASIC1,3.4900149794798074,-0.17795921218497657,1.8324463548313896,-0.09711564636845878,0.9226345555901106,0.9999363885525464,ASIC1
ASH2L,1695.7591887824206,-0.06702227790385,0.19499084134319128,-0.34372013291582376,0.731056768812469,0.9999363885525464,ASH2L
ASH1L-AS1,16.447644659645846,-0.44396041036352385,0.8697497806855566,-0.510446130855686,0.6097389453286101,0.9999363885525464,ASH1L-AS1
ASH1L,956.8150403677791,-0.04058498462726406,0.2114096726926224,-0.19197316806914652,0.8477632232702822,0.9999363885525464,ASH1L
ATAD3C,21.877219837335225,0.2342402550741313,0.7783190386360515,0.3009566044852514,0.7634475858350606,0.9999363885525464,ATAD3C
ATAD3B,580.4640455848131,0.050386259861817696,0.22962400852307585,0.21942940629726954,0.826315565237657,0.9999363885525464,ATAD3B
ATAD3A,789.5665736009237,0.16281489673047306,0.22399817008351766,0.7268581554472858,0.4673128530891515,0.9999363885525464,ATAD3A
ATAD2B,442.75721784722333,-0.008770635215443016,0.24963375468787252,-0.03513401152984823,0.9719728808667334,0.9999363885525464,ATAD2B
ATAD2,3531.200375585829,-0.03570169048732368,0.21289974159829445,-0.1676925026742714,0.8668251946659801,0.9999363885525464,ATAD2
ATAD1,1071.1067440552217,-0.3186697353138664,0.21219465015613576,-1.5017802526095014,0.13315386987783906,0.9999363885525464,ATAD1
ASXL2,771.4748221527977,-0.14852798600903433,0.21886113176767244,-0.6786403086259335,0.49736579606284526,0.9999363885525464,ASXL2
ASXL1,2237.311017240757,0.027275837632665244,0.1965962231003057,0.13874039491973755,0.8896552962403317,0.9999363885525464,ASXL1
ASTN2,271.8987994819472,-0.05478889603372834,0.274704371732866,-0.19944675684669247,0.8419132884247004,0.9999363885525464,ASTN2
ASTL,18.356768521912134,0.09478954482785311,0.8301243881595947,0.1141871581896344,0.9090894316028195,0.9999363885525464,ASTL
ASTE1,152.56285573590316,-0.2916731538228666,0.3380042856659461,-0.8629273834448682,0.38817739377344684,0.9999363885525464,ASTE1
ASS1P2,5.945460097538517,-0.3925554677374562,1.3965208439520764,-0.28109531586119835,0.7786372937920201,0.9999363885525464,ASS1P2
ASS1P1,53.75555691063178,-0.14242678428184302,0.50194804172148,-0.28374806243565853,0.7766034593099503,0.9999363885525464,ASS1P1
ASS1,4.1300727452409,-0.729230392556945,1.7131425049138849,-0.4256682619602632,0.6703495918457439,0.9999363885525464,ASS1
ASRGL1,11.023913447951246,0.19677826093993767,1.048418071776342,0.18769064196550417,0.8511191665297222,0.9999363885525464,ASRGL1
ASPSCR1,326.4480278731853,0.17624520688991394,0.26402135531168774,0.6675414823238425,0.5044263218825465,0.9999363885525464,ASPSCR1
ATF7IP,913.9523644850781,-0.08921706285503722,0.2335305086718945,-0.38203600618360883,0.7024346575073681,0.9999363885525464,ATF7IP
ATF7,411.81148835660065,-0.07179213115637735,0.248230889061115,-0.2892151392919596,0.7724167471924114,0.9999363885525464,ATF7
ATF6B,1415.1647795835565,0.04121985725007527,0.2013337775231941,0.20473393862252773,0.837780002830188,0.9999363885525464,ATF6B
ATF6-DT,4.686247879832443,-0.04354732869236416,1.5616058381267675,-0.02788624864812339,0.9777528761684965,0.9999363885525464,ATF6-DT
ATF6,1097.8195821297454,-0.39472312963319567,0.23035114474118693,-1.7135713828411419,0.08660747301688441,0.9999363885525464,ATF6
ATF5,195.37513017049002,0.1359991840678727,0.3084188706419961,0.44095610552227427,0.659244774742584,0.9999363885525464,ATF5
ATF4P2,2.4930287484956954,-0.693996187504979,2.112030513131764,-0.3285919323560845,0.7424641468081443,0.9999363885525464,ATF4P2
ATF4,4357.794227222538,-0.12488771813354589,0.18681140381935935,-0.6685229893904567,0.5037998121527871,0.9999363885525464,ATF4
ATF3,88.87036101893335,-0.4064269125372013,0.4086885136609081,-0.994466198466289,0.31999595361764466,0.9999363885525464,ATF3
ATF2,785.7233596270754,-0.09819678664725849,0.2266457601363871,-0.4332610792638136,0.6648251100774802,0.9999363885525464,ATF2
ATF1,409.7154580408162,-0.2968644300914885,0.24841159412791775,-1.195050622068068,0.2320672524462849,0.9999363885525464,ATF1
ATE1OSP,2.7547448352799653,-0.39381189430533003,2.015157719299805,-0.19542484964510148,0.8450603644311346,0.9999363885525464,ATE1OSP
ATE1,651.7697509891128,-0.25236546946885896,0.23405444329778965,-1.0782340463742959,0.28092932166669127,0.9999363885525464,ATE1
ATCAY,24.453311396737934,0.3079058764153991,0.722756819545182,0.42601587157511545,0.6700962808505122,0.9999363885525464,ATCAY
ATAT1,9.652916307466601,0.8657493659400268,1.1509491930198286,0.752204676966233,0.4519279814841437,0.9999363885525464,ATAT1
ATAD5,731.1593243300254,0.22808847981185718,0.246594218117861,0.9249546950157651,0.3549894741336367,0.9999363885525464,ATAD5
ATG4D,259.8195866658604,0.226855899727665,0.2775953876354568,0.8172178279329921,0.41380395606922016,0.9999363885525464,ATG4D
ATG4C,214.83394562907927,-0.23172306916777155,0.2999234154292162,-0.7726074632624329,0.4397547262525865,0.9999363885525464,ATG4C
ATG4B,1405.1425529147036,0.18629075316473576,0.20805131531360746,0.8954077165238258,0.3705691771755488,0.9999363885525464,ATG4B
ATG4A,159.8009600669675,-0.5085004299057928,0.32853518366691437,-1.5477807406507071,0.12167509495026325,0.9999363885525464,ATG4A
ATG3,769.4385751199101,-0.08287271641307539,0.2165843562105657,-0.38263482119874637,0.7019905479965849,0.9999363885525464,ATG3
ATG2B,719.7515234787433,-0.03370537630454693,0.2196141293118609,-0.1534754453648287,0.8780233526496923,0.9999363885525464,ATG2B
ATG2A,771.4302955198018,0.25842486075045756,0.22802412973437622,1.1333224297423916,0.2570788758725885,0.9999363885525464,ATG2A
ATG16L2,2598.5187786616198,0.0399256528710828,0.19354337674572278,0.20628787996985867,0.8365660453198858,0.9999363885525464,ATG16L2
ATG16L1,343.7212779593078,-0.1357698601884151,0.2564125115033391,-0.5294977978742159,0.5964601716513855,0.9999363885525464,ATG16L1
ATG14,315.9600654123995,-0.026488818435264773,0.2621120967020188,-0.10105912229368984,0.9195035275441753,0.9999363885525464,ATG14
ATG13,959.3497552528064,-0.03255705903737263,0.21686460860169313,-0.15012619738783162,0.8806650516799037,0.9999363885525464,ATG13
ATG12,377.9866631456917,-0.14488020483470435,0.2555596172918108,-0.5669135302752971,0.5707729311372025,0.9999363885525464,ATG12
ATG101,140.8635692504398,0.06753600386446763,0.36955516591871884,0.182749451483305,0.8549946124119265,0.9999363885525464,ATG101
ATG10-IT1,9.53142477464931,-0.6375159971061615,1.116519512509299,-0.570985092480282,0.568009748124467,0.9999363885525464,ATG10-IT1
ATG10,301.1124788894695,0.15251215703609677,0.26602456118358025,0.5733010379099922,0.5664408827751576,0.9999363885525464,ATG10
ATF7IP2,394.18733031929776,-0.12488083622953974,0.24961843583370788,-0.5002869111507995,0.6168730690085935,0.9999363885525464,ATF7IP2
ATP10A,9.074992767585655,0.3767881699225317,1.1422166396601774,0.3298745236583408,0.741494774174916,0.9999363885525464,ATP10A
ATOX1,159.15891675198876,-0.03470623505834692,0.3339336202994688,-0.10393153893046966,0.917223678185637,0.9999363885525464,ATOX1
ATOSB,162.07593139911677,0.06961339077482111,0.3355636595258829,0.20745211466932295,0.8356567860897317,0.9999363885525464,ATOSB
ATOSA,350.83603243018615,0.12034506870466,0.26334752100847447,0.4569819690871034,0.6476840056099037,0.9999363885525464,ATOSA
ATOH1,2.6860940919029046,1.4198468219574798,2.281666954753035,0.6222848689637803,0.5337545688105942,0.9999363885525464,ATOH1
ATN1,904.3303991780577,0.13727340713061376,0.21783427363122054,0.6301735940920337,0.5285810137380773,0.9999363885525464,ATN1
ATMIN,1018.0774821238529,-0.2813521519936628,0.22408142940313028,-1.255579959227681,0.20926830114828565,0.9999363885525464,ATMIN
ATM,2561.2320338432637,0.26320886480963224,0.2141581643009147,1.2290396010296212,0.21905695870590525,0.9999363885525464,ATM
ATL3,5245.319817904306,-0.37967602443811616,0.19438682691959913,-1.953198323439659,0.05079609967260819,0.9999363885525464,ATL3
ATL2,1116.9789375763646,-0.16683150455442508,0.21184082281195124,-0.7875323667078066,0.43097028894951683,0.9999363885525464,ATL2
ATL1,71.35330905780926,0.029139442543087198,0.44584578948574444,0.06535767126274254,0.9478892254239848,0.9999363885525464,ATL1
ATIC,2631.8411701244836,-0.07417626548352475,0.1968807837828735,-0.37675726426063366,0.7063540025041628,0.9999363885525464,ATIC
ATG9B,4.759108515626696,0.18158021046685394,1.5821603406933222,0.114767262076158,0.9086295986304986,0.9999363885525464,ATG9B
ATG9A,1024.54552926357,0.0223335489527039,0.21970904274518183,0.10165056783123085,0.9190340399688642,0.9999363885525464,ATG9A
ATG7,215.62033151189559,-0.10913942440347696,0.29853042519073053,-0.36558894904513667,0.7146718224868467,0.9999363885525464,ATG7
ATG5,217.54293529309624,-0.12420475349000959,0.30309070041223124,-0.40979400991544673,0.6819570606960041,0.9999363885525464,ATG5
ATP1B1,275.3694406652787,-0.14539088252840712,0.2881460920742962,-0.5045735011770323,0.6138584255414687,0.9999363885525464,ATP1B1
ATP1A4,7.988868941928663,-0.5334257177975651,1.213769848207972,-0.4394784716271563,0.6603148778783293,0.9999363885525464,ATP1A4
ATP1A3,859.7440218551633,-0.3297056483462063,0.220959015756288,-1.4921574809595595,0.13565786593216614,0.9999363885525464,ATP1A3
ATP1A1-AS1,43.25475477957713,-0.3432430782200495,0.5512431493427862,-0.622670918684935,0.533500797007078,0.9999363885525464,ATP1A1-AS1
ATP1A1,5111.825564262744,0.054583154296593245,0.18983330517827768,0.28753202313647075,0.7737049857263825,0.9999363885525464,ATP1A1
ATP13A4,7.174556835973254,-0.08139308217224336,1.272937709824555,-0.06394113517421172,0.9490170981426512,0.9999363885525464,ATP13A4
ATP13A3-DT,151.19495980659494,-0.10454206145067473,0.337435734921119,-0.3098132492550414,0.7567029755760419,0.9999363885525464,ATP13A3-DT
ATP13A3,2728.7122784400917,-0.16865260649695443,0.20457671797329788,-0.8243978501941145,0.40971353598171034,0.9999363885525464,ATP13A3
ATP13A2,1242.8757777465253,0.24246338981488458,0.2144448299947841,1.130656261663114,0.25819979730723086,0.9999363885525464,ATP13A2
ATP13A1,833.4425316909407,0.19822309698166246,0.22518652297431052,0.88026181302278,0.378717494462011,0.9999363885525464,ATP13A1
ATP12A,48.353145584868635,0.28351125711222386,0.5292945943504715,0.5356398121921822,0.5922075080836168,0.9999363885525464,ATP12A
ATP11C,772.7897374382778,0.08274408307591322,0.2282190173298565,0.3625643648982986,0.7169303341055802,0.9999363885525464,ATP11C
ATP11B,1461.2649273362974,-0.08152510868657925,0.2270321601733319,-0.3590905738831776,0.719527332950351,0.9999363885525464,ATP11B
ATP11A,1762.1364291638624,0.01129676496866164,0.19414184184651814,0.05818820333224444,0.9535987171787675,0.9999363885525464,ATP11A
ATP10D,281.1144596577214,-0.13632907274893757,0.27141262858760706,-0.502294508027776,0.615460371847945,0.9999363885525464,ATP10D
ATP10B,21.604534466028106,0.7984127755546981,0.7633029707617754,1.0459972070564367,0.295562321881926,0.9999363885525464,ATP10B
ATP5F1B,5102.765138364661,0.02898220502748324,0.19743710458065808,0.14679208899988336,0.8832961291045617,0.9999363885525464,ATP5F1B
ATP5F1A,8984.271587942207,0.050841170020416625,0.1873553096180384,0.27136231219743173,0.7861123853848131,0.9999363885525464,ATP5F1A
ATP2C2-AS1,8.745256714421117,0.037825913283982,1.1661325546785994,0.03243706140628866,0.9741235073001534,0.9999363885525464,ATP2C2-AS1
ATP2C1,1802.7148365104413,-0.0723317989651599,0.20997871487964467,-0.34447205282982585,0.7304913100407755,0.9999363885525464,ATP2C1
ATP2B4,8969.951744103288,-0.15930604774436505,0.18018569154719383,-0.8841215213952767,0.3766306166684952,0.9999363885525464,ATP2B4
ATP2B2,5.551162316355011,0.20601604134110857,1.4562043022607223,0.14147468251623319,0.8874949592877475,0.9999363885525464,ATP2B2
ATP2B1-AS1,2.8544626915970994,-3.6471687231567045,2.4380489881046183,-1.495937424125377,0.13466996271097736,0.9999363885525464,ATP2B1-AS1
ATP2B1,518.8244526760429,0.11971891657627413,0.24939557081885724,0.4800362579944502,0.6312016114639097,0.9999363885525464,ATP2B1
ATP2A3,793.478016432161,0.3152155755838442,0.21431274260208802,1.4708205016493179,0.14133966648350613,0.9999363885525464,ATP2A3
ATP2A2,5200.634371634353,-0.04626158324846172,0.1869500853471903,-0.24745419699888355,0.8045567348537642,0.9999363885525464,ATP2A2
ATP2A1-AS1,14.20402317735479,-0.4263931150881021,0.9236821121664234,-0.4616232245615656,0.6443515368206659,0.9999363885525464,ATP2A1-AS1
ATP2A1,97.69305966065939,0.1752580414261852,0.40469332716865436,0.4330638279912807,0.6649684003143059,0.9999363885525464,ATP2A1
ATP23,120.96224595007106,0.1715169959122928,0.3601736514540286,0.4762063943874714,0.633927344416648,0.9999363885525464,ATP23
ATP1B4,14.568084602207861,-0.30705874551564516,0.9136010726198635,-0.3360971814920449,0.736797583769998,0.9999363885525464,ATP1B4
